date,mean_evi_FN,mean_ndvi_FN
2008-01-01,0.141726403720426,0.19418712681131
2008-01-17,0.135058996427025,0.184021174965162
2008-02-02,0.133832321741355,0.191786422038713
2008-02-18,0.122115136485159,0.170525135381111
2008-03-05,0.12198124237584,0.170040435791157
2008-03-21,0.119479378431174,0.166278001098633
2008-04-06,0.11543814998837,0.157829571465391
2008-04-22,0.10875860792234,0.148179683909974
2008-05-08,0.114527079045322,0.156723573241534
2008-05-24,0.113790978330708,0.154541373747771
2008-06-09,0.109650355044905,0.153195820456812
2008-06-25,0.134767187044713,0.184338781170719
2008-07-11,0.197700449836336,0.262582192223678
2008-07-27,0.244164867134414,0.324771970952155
2008-08-12,0.340389089018096,0.363042769158842
2008-08-28,0.329543009883638,0.439060792833396
2008-09-13,0.276270245332404,0.381974728072824
2008-09-29,0.216442988460098,0.309084952960055
2008-10-15,0.183626788938106,0.265887495864656
2008-10-31,0.169007128199585,0.249368633056327
2008-11-16,0.159190630043499,0.232028466200207
2008-12-02,0.153510242173012,0.224443600287789
2008-12-18,0.146400306310219,0.210245628350692
2009-01-01,0.143392389403391,0.203247282913121
2009-01-17,0.140498785683584,0.194119392248197
2009-02-02,0.137514935417114,0.194040545983173
2009-02-18,0.129235771492035,0.17900849418229
2009-03-06,0.133807396979938,0.18388676243711
2009-03-22,0.132621222974775,0.182174341888376
2009-04-07,0.131195410625264,0.179264602685173
2009-04-23,0.125214977568123,0.169100956924569
2009-05-09,0.1235002763211289,0.167081124411021
2009-05-25,0.123117265787825,0.168054820422203
2009-06-10,0.124441302671117,0.167303103667698
2009-06-26,0.162787034717156,0.226078102802442
2009-07-12,0.210094420231246,0.284421136584543
2009-07-28,0.281430136095552,0.351148381778314
2009-08-13,0.303801227155072,0.412267854422789
2009-08-29,0.368475348872102,0.488965418732561
2009-09-14,0.320836318082338,0.443561255160354
2009-09-30,0.239950051634985,0.352429099490108
2009-10-16,0.197563976375326,0.30607225146905
2009-11-01,0.187675994381928,0.280412026011426
2009-11-17,0.175290793639683,0.260562411470797
2009-12-03,0.165941641193987,0.254339635328034
2009-12-19,0.166467933716959,0.243929753913517
2010-01-01,0.159091278260269,0.224303323355662
2010-01-17,0.148847469576349,0.214711268318045
2010-02-02,0.142208464212537,0.204593036498714
2010-02-18,0.141037928656905,0.200227101667652
2010-03-06,0.135820468162357,0.188695776971667
2010-03-22,0.11848375745691,0.161997987695384
2010-04-07,0.13017602307555,0.179133894341344
2010-04-23,0.125914248162322,0.173333095734414
2010-05-09,0.123760503866968,0.173101407302294
2010-05-25,0.120771689023781,0.166365498800145
2010-06-10,0.12962621208802,0.180471627382764
2010-06-26,0.146258721498039,0.196800002030209
2010-07-12,0.248361783227417,0.327065269038479
2010-07-28,0.323175016207836,0.414848355076228
2010-08-13,0.383412666996785,0.527829980272164
2010-08-29,0.466971250575951,0.555151979482897
2010-09-14,0.383574168431176,0.53331278351145
2010-09-30,0.299719228961378,0.44819341672788
2010-10-16,0.230944795230207,0.370969459467455
2010-11-01,0.198884903616305,0.321478838434217
2010-11-17,0.180247248534914,0.28676837543246
2010-12-03,0.171991715335291,0.265492190984286
2010-12-19,0.168798695097586,0.264202305776177
2011-01-01,0.158074832464243,0.238766490779659
2011-01-17,0.152100162049359,0.231282006739907
2011-02-02,0.147680253857349,0.219990879836562
2011-02-18,0.14507630593202,0.212862485583097
2011-03-06,0.141541138842908,0.201502160142509
2011-03-22,0.137039482230933,0.191945673769368
2011-04-07,0.134831908178088,0.188092583588059
2011-04-23,0.133594823991503,0.187931351146709
2011-05-09,0.133307296088212,0.184206836390861
2011-05-25,0.136928757738239,0.189380753752842
2011-06-10,0.133184466212583,0.191705725885804
2011-06-26,0.17047133826165,0.236314001211552
2011-07-12,0.187991371282518,0.256778079561382
2011-07-28,0.189638582326237,0.255597380914212
2011-08-13,0.248219094252168,0.306233643040126
2011-08-29,0.37055119060164,0.49828716969706
2011-09-14,0.356407728522756,0.498208305856227
2011-09-30,0.279074573660918,0.401759952926218
2011-10-16,0.223766567057517,0.325674471647741
2011-11-01,0.210129592888931,0.299700812625037
2011-11-17,0.189268740444724,0.271075481183732
2011-12-03,0.180975631361201,0.252903166681524
2011-12-19,0.169716385276459,0.239851799993079
2012-01-01,0.161304537401382,0.226694421391364
2012-01-17,0.152995459543636,0.210376958847274
2012-02-02,0.149914047287631,0.210062738701837
2012-02-18,0.146618524285458,0.202726408592927
2012-03-05,0.139454386672856,0.189711593866912
2012-03-21,0.150688303230488,0.206356545693917
2012-04-06,0.143303091138408,0.198272387802427
2012-04-22,0.127698626379841,0.176617068026121
2012-05-08,0.124723120582241,0.172907732776528
2012-05-24,0.121698089747231,0.169517397384046
2012-06-09,0.1157935893536609,0.161942952496392
2012-06-25,0.144909449966076,0.192623957763142
2012-07-11,0.164935364348097,0.215106246876137
2012-07-27,0.226205873859046,0.296623661255936
2012-08-12,0.286058182119813,0.332850890111353
2012-08-28,0.38198924037502,0.501022233670884
2012-09-13,0.33756617429906,0.468363759587661
2012-09-29,0.299806329747339,0.439783634658258
2012-10-15,0.249465579621804,0.366542700943815
2012-10-31,0.204429057300429,0.298176927330695
2012-11-16,0.186754361691616,0.269996609898795
2012-12-02,0.177702456166335,0.256447849109444
2012-12-18,0.168739757778649,0.244661798096279
2013-01-01,0.157868389527911,0.225899476360728
2013-01-17,0.152754463182737,0.214770144189317
2013-02-02,0.1458737627760579,0.207017669064698
2013-02-18,0.144318710368626,0.203768594192325
2013-03-06,0.143723635694634,0.200624421984961
2013-03-22,0.13931388276335,0.188711947277983
2013-04-07,0.134729570498625,0.182763094491154
2013-04-23,0.132517132064717,0.179001009806682
2013-05-09,0.131444750604277,0.179753890045034
2013-05-25,0.118983932673625,0.165458769294961
2013-06-10,0.12121704987025,0.16630055598727
2013-06-26,0.12714663345889,0.169423607097688
2013-07-12,0.143442769236183,0.184767730618706
2013-07-28,0.226379279569657,0.274357038841382
2013-08-13,0.293441075249024,0.369921112106019
2013-08-29,0.285153598004285,0.333506715158372
2013-09-14,0.280799460157726,0.377195014715148
2013-09-30,0.244544319155835,0.343230190273132
2013-10-16,0.202034287931218,0.27970723293904
2013-11-01,0.164377165174527,0.235339476314322
2013-11-17,0.161683484712815,0.229375409140312
2013-12-03,0.153832150140346,0.212296460804106
2013-12-19,0.150560886899756,0.213889596918412
2014-01-01,0.141313933653926,0.19684664148305
2014-01-17,0.138768124092569,0.195026598659173
2014-02-02,0.132844415697113,0.18347527762143
2014-02-18,0.131114737558733,0.176963802396072
2014-03-06,0.128252276666845,0.173348747041936
2014-03-22,0.125482398048215,0.170060355623031
2014-04-07,0.122164036063475,0.164363524238087
2014-04-23,0.116677836148976,0.158480586560287
2014-05-09,0.116357766700355,0.159900718133307
2014-05-25,0.110301135157596,0.151074486013889
2014-06-10,0.106310831745742,0.146792229886959
2014-06-26,0.121229104884664,0.177253934825645
2014-07-12,0.141929785430098,0.177341634407287
2014-07-28,0.149233005999171,0.184063596764892
2014-08-13,0.269499394920339,0.319614652405961
2014-08-29,0.260848193316899,0.29209530952085
2014-09-14,0.282898292091407,0.364747778148802
2014-09-30,0.214965693526204,0.290131641717974
2014-10-16,0.181096261630923,0.24872513134003
2014-11-01,0.167063543940783,0.229094230126331
2014-11-17,0.161154423777345,0.22184228745789
2014-12-03,0.151539813928433,0.20586774250993
2014-12-19,0.144392062559057,0.197738866652189
2015-01-01,0.133845012307901,0.185867537845516
2015-01-17,0.135706300260969,0.18299770829994
2015-02-02,0.1361481201907,0.188127749401039
2015-02-18,0.1233687662960529,0.165140899703608
2015-03-06,0.128141983061868,0.168015384248013
2015-03-22,0.125488270031735,0.166063430075053
2015-04-07,0.122789422997165,0.162321292678621
2015-04-23,0.119560063968989,0.156725964460514
2015-05-09,0.114632149270256,0.153604221713531
2015-05-25,0.117262970629061,0.15443308537068
2015-06-10,0.108422137632324,0.144875783046824
2015-06-26,0.11169897342959,0.149732559546516
2015-07-12,0.138555198350465,0.173450373046092
2015-07-28,0.17431173830179,0.204545269467724
2015-08-13,0.213385311843022,0.292200314740421
2015-08-29,0.300531900656647,0.362905245074275
2015-09-14,0.317056461353229,0.395415820781645
2015-09-30,0.262412576507464,0.346665997303495
2015-10-16,0.205871051673462,0.304155411735112
2015-11-01,0.18386907604796,0.262053648392143
2015-11-17,0.174428779625827,0.245455202256201
2015-12-03,0.154715009722768,0.217514964110734
2015-12-19,0.153964687721933,0.213823857683501
2016-01-01,0.150065677187855,0.209050668837896
2016-01-17,0.139847510547903,0.198018236788511
2016-02-02,0.137215149246473,0.183725909992902
2016-02-18,0.133819175518539,0.175566431652236
2016-03-05,0.129478258219785,0.17672392075533
2016-03-21,0.131995617822606,0.179832187457523
2016-04-06,0.121020907866983,0.162244625988108
2016-04-22,0.119992088255704,0.160883186484762
2016-05-08,0.118502226365997,0.159862644790163
2016-05-24,0.116599876756638,0.161279016995943
2016-06-09,0.114023815281133,0.154889338289106
2016-06-25,0.117909883773428,0.159960067971403
2016-07-11,0.15143320167266,0.199803763079624
2016-07-27,0.274481606885386,0.342501677900171
2016-08-12,0.317009606118161,0.436985649805168
2016-08-28,0.329490754795015,0.431852496161453
2016-09-13,0.292835496949756,0.401786759459469
2016-09-29,0.227796740218887,0.322733331470696
2016-10-15,0.192728970465485,0.269230867744249
2016-10-31,0.180429564620686,0.251892868532744
2016-11-16,0.170046964576331,0.241519670212829
2016-12-02,0.159281306221083,0.22675176507348
2016-12-18,0.160608086245604,0.222418275343148
2017-01-01,0.146350250228108,0.20926282323588
2017-01-17,0.144622864891903,0.201108522102499
2017-02-02,0.142620110826216,0.196102494160249
2017-02-18,0.137942122740256,0.190930862001659
2017-03-06,0.1351703235244589,0.185095615154331
2017-03-22,0.131995617822606,0.179832187457523
2017-04-07,0.126603344218477,0.17185577433046
2017-04-23,0.124466890189469,0.174337601619217
2017-05-09,0.115616885771347,0.159878556409168
2017-05-25,0.126333943588416,0.172360295954218
2017-06-10,0.127863111583581,0.176012958631492
2017-06-26,0.149033400845843,0.215644634669667
2017-07-12,0.169588482275598,0.225881067526494
2017-07-28,0.194281040882418,0.256988051619904
2017-08-13,0.287031311064581,0.3492741162258
2017-08-29,0.291091859383461,0.37334036993504
2017-09-14,0.237891199874861,0.330315915892106
2017-09-30,0.206403052525764,0.285872127858317
2017-10-16,0.173155915265645,0.240824269757946
2017-11-01,0.160834640916912,0.225049155113971
2017-11-17,0.154680662548113,0.221368822716533
2017-12-03,0.144462344241873,0.199837198071649
2017-12-19,0.136551895180883,0.185711459331721
2018-01-01,0.136573759895094,0.186673903479218
2018-01-17,0.133515634795155,0.183936109376839
2018-02-02,0.132474261550101,0.180967528429212
2018-02-18,0.130898671450484,0.180938487099761
2018-03-06,0.129629748789657,0.176477136016857
2018-03-22,0.126372193231051,0.170817954608778
2018-04-07,0.123539630030157,0.165703620578277
2018-04-23,0.123664248829391,0.166476791035988
2018-05-09,0.120535794423731,0.16306111679677
2018-05-25,0.113966153977634,0.156016930783984
2018-06-10,0.106916046231535,0.14900406331855
2018-06-26,0.129187212022086,0.17808257657127
2018-07-12,0.171235396580084,0.226006895692301
2018-07-28,0.189425553410838,0.24686019080872
2018-08-13,0.183604921826314,0.23224061299941
2018-08-29,0.24887676675082,0.322201910465457
2018-09-14,0.287367945066794,0.395839591204824
2018-09-30,0.231534435749778,0.313696235450889
2018-10-16,0.185099151295244,0.249536442795184
2018-11-01,0.173566750201716,0.232722997010179
2018-11-17,0.165956849374531,0.225949939644784
2018-12-03,0.154506038460668,0.213460522022839
2018-12-19,0.146274591584764,0.201116361397332
2019-01-01,0.141846477732183,0.192927443284175
2019-01-17,0.135324213840187,0.186603877912117
2019-02-02,0.132130994622653,0.178370028332051
2019-02-18,0.129168271582428,0.178547195826818
2019-03-06,0.124125971575912,0.16702484496453
2019-03-22,0.122478265257843,0.166743694682843
2019-04-07,0.122336107675331,0.166206360065128
2019-04-23,0.119858242155997,0.161918629353613
2019-05-09,0.116587213936283,0.157156274361301
2019-05-25,0.113925556349808,0.153732079276379
2019-06-10,0.113146590051086,0.151080395991323
2019-06-26,0.108902114917184,0.148376226792535
2019-07-12,0.116129194039847,0.157037401498604
2019-07-28,0.129094581139821,0.171405137666548
2019-08-13,0.155028793295901,0.197376848945287
2019-08-29,0.245366908654704,0.318041816217349
2019-09-14,0.25060786887788,0.337443928388919
2019-09-30,0.2242766592077429,0.312675029916582
2019-10-16,0.188740229096532,0.25545909492117
2019-11-01,0.165742780644025,0.227322812783204
2019-11-17,0.15377298802892,0.211669440112794
2019-12-03,0.148414088065831,0.20506541701172
2019-12-19,0.139936256460657,0.190253351130858
2020-01-01,0.132033456918285,0.178690825175599
2020-01-17,0.131425996015763,0.176811484448308
2020-02-02,0.130191239512278,0.173952993195316
2020-02-18,0.125953114698501,0.169730415723022
2020-03-05,0.124061417151709,0.166313174278371
2020-03-21,0.122854452760997,0.164235961944987
2020-04-06,0.121039539173465,0.159183129329542
2020-04-22,0.119475538435629,0.159967697187929
2020-05-08,0.117031707709439,0.15584608847342
2020-05-24,0.110674494173396,0.150588830988183
2020-06-09,0.106482367111695,0.143320117709591
2020-06-25,0.107434376854378,0.146491737783603
2020-07-11,0.150192285534025,0.204601181272346
2020-07-27,0.228875657309207,0.299630694809103
2020-08-12,0.278843303954596,0.34744531345559
2020-08-28,0.304411211607537,0.409145278342641
2020-09-13,0.303032196390442,0.426608393812623
2020-09-29,0.263745571272812,0.371482547626289
2020-10-15,0.204889068541987,0.294445782047189
2020-10-31,0.175843883530963,0.249732365226501
2020-11-16,0.167875939469605,0.240122308343909
2020-12-02,0.161904042339721,0.233100318723496
2020-12-18,0.157839729839105,0.221196483059065
2021-01-01,0.153833297324513,0.217350617753965
2021-01-17,0.144687249319928,0.201829084079854
2021-02-02,0.144939938853968,0.196814379758543
2021-02-18,0.132614219894077,0.184402995080511
2021-03-06,0.132426501518499,0.177480087302858
2021-03-22,0.131472909334147,0.177374606879006
2021-04-07,0.132190864561655,0.173594684525803
2021-04-23,0.1307456235361949,0.170804843692266
2021-05-09,0.124919988607627,0.167375461887078
2021-05-25,0.123878175715953,0.168866640937793
2021-06-10,0.125254382071049,0.174217167351684
2021-06-26,0.138184154759168,0.187343882815555
2021-07-12,0.153503220298379,0.207827756651786
2021-07-28,0.210972744655184,0.288002856523574
2021-08-13,0.285439445590492,0.388142623099794
2021-08-29,0.313017941170727,0.433097938332301
2021-09-14,0.263499912507655,0.365033257261718
2021-09-30,0.2249782014512709,0.324393359882024
2021-10-16,0.193792504661263,0.271553281040303
2021-11-01,0.168260192606906,0.239230187701534
2021-11-17,0.164038868295694,0.230657523461966
2021-12-03,0.157358351342577,0.216624782878802
2021-12-19,0.148839663731629,0.211638421804368
2022-01-01,0.147541504957287,0.20735449311382
2022-01-17,0.142423513282691,0.202059639539268
2022-02-02,0.138235020237318,0.19126215160403
2022-02-18,0.133762373206189,0.184985128370123
2022-03-06,0.131641612713053,0.181645949085062
2022-03-22,0.132006984325432,0.177988113995661
2022-04-07,0.128094565864914,0.172552319397913
2022-04-23,0.130306923032452,0.170855821218624
2022-05-09,0.125482604626827,0.169506928427006
2022-05-25,0.14302784725712,0.195732664692016
2022-06-10,0.165265465195351,0.219831811288775
2022-06-26,0.161745853993933,0.217394972390122
2022-07-12,0.170435299845453,0.234246465724946
2022-07-28,0.220080363681995,0.297663828866132
2022-08-13,0.294923932994591,0.395667859295294
2022-08-29,0.387672816911294,0.49413083210925
2022-09-14,0.349039288548982,0.490782323143169
2022-09-30,0.288738430331247,0.411562456270744
2022-10-16,0.206296526718229,0.309094991628769
2022-11-01,0.194620676657202,0.286702992520149
2022-11-17,0.180982068545475,0.268660996849315
2022-12-03,0.165674476279971,0.248805966091732
2022-12-19,0.157639316464894,0.239786529572169
2023-01-01,0.150185495219837,0.220152256145958
2023-01-17,0.150627384488664,0.217606756769036
2023-02-02,0.143408732238812,0.20557139508817
