date,mean_evi_SF,mean_ndvi_SF
2008-01-01,0.131023049785271,0.178004529596218
2008-01-17,0.1272914377968139,0.173645862414505
2008-02-02,0.129432636937899,0.182316379672339
2008-02-18,0.119004802494944,0.168627263627894
2008-03-05,0.119464262605376,0.169059658024495
2008-03-21,0.116856564293667,0.164457165693381
2008-04-06,0.112565787316231,0.154477048899089
2008-04-22,0.1096091298370789,0.151701882933037
2008-05-08,0.115609472880547,0.157957899997729
2008-05-24,0.113865377127406,0.157626494876049
2008-06-09,0.114218527392124,0.160254230021133
2008-06-25,0.126647376286669,0.17649774609739
2008-07-11,0.151299037037879,0.199175115362768
2008-07-27,0.19818967347588,0.27788352000727
2008-08-12,0.212959993137767,0.251387091844851
2008-08-28,0.254984940330388,0.3478698620055
2008-09-13,0.23655751150901,0.342000176373014
2008-09-29,0.186191003612897,0.2677829636438
2008-10-15,0.146384030561931,0.217709382308163
2008-10-31,0.134142247881115,0.198030980981164
2008-11-16,0.130792597196028,0.189577066122839
2008-12-02,0.126925723215706,0.180648232111614
2008-12-18,0.12340444788566,0.180314367879296
2009-01-01,0.120570627144448,0.169915612556523
2009-01-17,0.120707726078757,0.170097017201027
2009-02-02,0.122471503010748,0.171615000613511
2009-02-18,0.112298758458497,0.15435737680929
2009-03-06,0.12236861105683,0.168802369606217
2009-03-22,0.122456228044264,0.171284983367039
2009-04-07,0.120232559362858,0.164629228816833
2009-04-23,0.115596421459247,0.159011173328183
2009-05-09,0.112676772705583,0.155625327819311
2009-05-25,0.116151164602695,0.159473674384786
2009-06-10,0.116394759662796,0.161350513281374
2009-06-26,0.112034283828308,0.154757570996841
2009-07-12,0.114971459178804,0.159109908791384
2009-07-28,0.159614012247495,0.21498773423618
2009-08-13,0.278122863527915,0.337043919425571
2009-08-29,0.369251617578223,0.476872599536457
2009-09-14,0.293076892249312,0.417177169488061
2009-09-30,0.182407212706492,0.267033288031994
2009-10-16,0.160702779999546,0.238158805085324
2009-11-01,0.14760632322934,0.219169958258539
2009-11-17,0.137754982003681,0.202365627530733
2009-12-03,0.140095417891795,0.205228135517734
2009-12-19,0.142694192528801,0.202929274761982
2010-01-01,0.13404888572792,0.189535363062101
2010-01-17,0.130392080210866,0.184063093185485
2010-02-02,0.131068604762662,0.181936046808607
2010-02-18,0.132593737917244,0.183957455315959
2010-03-06,0.130299297234657,0.176739233088686
2010-03-22,0.122817008316481,0.16886084598605
2010-04-07,0.128366851507646,0.172819965143493
2010-04-23,0.125805675225522,0.169036153604945
2010-05-09,0.126433333022791,0.169935869958418
2010-05-25,0.121834612601968,0.163603383898747
2010-06-10,0.1225985444568159,0.166267115953556
2010-06-26,0.137593963143903,0.186300984094164
2010-07-12,0.23340010993206,0.305332508850462
2010-07-28,0.316351583130724,0.415522265900158
2010-08-13,0.37231935829035,0.516120615169624
2010-08-29,0.422885168465541,0.573147796337113
2010-09-14,0.40123920541253,0.573094713126865
2010-09-30,0.281521414846963,0.4280446010816
2010-10-16,0.21770109227658,0.35737498398055
2010-11-01,0.194250503010748,0.313258820945718
2010-11-17,0.160584589652117,0.256762260673953
2010-12-03,0.154246666000136,0.24422174566566
2010-12-19,0.148468356790657,0.239843806357789
2011-01-01,0.140449821059329,0.210917430820969
2011-01-17,0.141805947328956,0.213483711445386
2011-02-02,0.142637011497648,0.204806813810811
2011-02-18,0.139884091481288,0.198927138017222
2011-03-06,0.137342081437888,0.192126915199163
2011-03-22,0.136701802358609,0.191205387307141
2011-04-07,0.135195521529687,0.185474705582949
2011-04-23,0.135102003749233,0.181895213592676
2011-05-09,0.134951792292486,0.181956901292917
2011-05-25,0.138211925560681,0.188960433206844
2011-06-10,0.14069916221682,0.189346905473881
2011-06-26,0.144281722420414,0.194413069190392
2011-07-12,0.1582882169329,0.214622917244201
2011-07-28,0.208784259492377,0.283114577359177
2011-08-13,0.258251318139472,0.310571823013476
2011-08-29,0.379980773273649,0.515558950646457
2011-09-14,0.297943177872708,0.436465422481765
2011-09-30,0.204195723215706,0.313656387329863
2011-10-16,0.166561141039333,0.257880136653865
2011-11-01,0.153381498193552,0.233255060192234
2011-11-17,0.140898000477175,0.21358367754323
2011-12-03,0.138776030925492,0.201526819332409
2011-12-19,0.131694308164239,0.194661780863006
2012-01-01,0.129683042036856,0.191581850780523
2012-01-17,0.131317493785362,0.190140787679793
2012-02-02,0.128202718830239,0.184560435774502
2012-02-18,0.130038538253539,0.184759717353269
2012-03-05,0.126721910200186,0.174393132200232
2012-03-21,0.131454041082506,0.185305195005565
2012-04-06,0.133821126360518,0.188082060055897
2012-04-22,0.131579414687905,0.185187943011657
2012-05-08,0.120385920198141,0.167469838146742
2012-05-24,0.123321174146197,0.174092952191598
2012-06-09,0.117256906314618,0.164943027926106
2012-06-25,0.120069107955191,0.168775205730647
2012-07-11,0.130977886568657,0.180167021336545
2012-07-27,0.157129796041719,0.211659682701265
2012-08-12,0.228918987729783,0.319796585493877
2012-08-28,0.33723113183667,0.437155747960644
2012-09-13,0.303381306323707,0.42592890606467
2012-09-29,0.253528205980595,0.397668290349703
2012-10-15,0.216609248835466,0.327908001931424
2012-10-31,0.166597587039015,0.252540025131223
2012-11-16,0.151444284737213,0.2290581047513
2012-12-02,0.147987936263037,0.22431487213979
2012-12-18,0.146814753800359,0.21527684557704
2013-01-01,0.138839086732259,0.202728426935401
2013-01-17,0.138504670249267,0.191974117771365
2013-02-02,0.135041720193597,0.18966476643414
2013-02-18,0.136621425731101,0.189422695948556
2013-03-06,0.138858632416097,0.191742378967939
2013-03-22,0.134815150287441,0.18490409997955
2013-04-07,0.134027595287328,0.181502400940718
2013-04-23,0.133924327682974,0.181318954054854
2013-05-09,0.1334246720898,0.178818527619352
2013-05-25,0.124553994614738,0.169741697857258
2013-06-10,0.128262692562885,0.176108798791155
2013-06-26,0.127941646913131,0.173512323638348
2013-07-12,0.12991371580813,0.179298866890863
2013-07-28,0.19186148060624,0.247565134427049
2013-08-13,0.379462239519189,0.44418909036788
2013-08-29,0.336024103751506,0.43286751505374
2013-09-14,0.304555929832534,0.439765159194711
2013-09-30,0.230276880660774,0.346956425526596
2013-10-16,0.158037907019019,0.242981717944057
2013-11-01,0.1157239266513669,0.238862179008841
2013-11-17,0.146772399645527,0.219966034811061
2013-12-03,0.143742951509918,0.206029850689631
2013-12-19,0.14185458110841,0.2101814771524
2014-01-01,0.13594325597037,0.196305653752641
2014-01-17,0.136163061646481,0.19376366265991
2014-02-02,0.134145458678907,0.193098391010929
2014-02-18,0.129714434774705,0.180912742938944
2014-03-06,0.131575397918608,0.182761805357995
2014-03-22,0.129636872980527,0.176360110204731
2014-04-07,0.130793075507283,0.178492464427731
2014-04-23,0.127536375309596,0.173557172805562
2014-05-09,0.128077186507305,0.173906978118113
2014-05-25,0.1238470888000179,0.168293984662228
2014-06-10,0.121461526096935,0.167231814924218
2014-06-26,0.12083803410666,0.166158708582333
2014-07-12,0.128004588538708,0.175343764161877
2014-07-28,0.126846096980163,0.171876214615194
2014-08-13,0.211028477425072,0.239300029471246
2014-08-29,0.222225484696313,0.23383061416983
2014-09-14,0.266631462564476,0.329273285873346
2014-09-30,0.168330258106297,0.232245472244313
2014-10-16,0.148402029539412,0.208043849871618
2014-11-01,0.13808888859097,0.192870722579473
2014-11-17,0.131197072576064,0.184490117794087
2014-12-03,0.126883545115772,0.176531733372719
2014-12-19,0.125285731782136,0.175184320479903
2015-01-01,0.117539242268627,0.162753851348587
2015-01-17,0.124347934013497,0.168135465041241
2015-02-02,0.126144615419573,0.181149979708697
2015-02-18,0.119157992228863,0.164480531913926
2015-03-06,0.119305660114976,0.162704544252311
2015-03-22,0.116512215910382,0.160952983548821
2015-04-07,0.118042832034357,0.157510410347885
2015-04-23,0.115080952418823,0.155442314458408
2015-05-09,0.112262398304892,0.152842072326116
2015-05-25,0.115519582244541,0.155496551637166
2015-06-10,0.108361940784839,0.147181293008248
2015-06-26,0.113108547160808,0.152325786520939
2015-07-12,0.124119327592083,0.167847104069622
2015-07-28,0.13553495948556,0.175380429048605
2015-08-13,0.372046706128292,0.424335831579905
2015-08-29,0.386729132677408,0.491143377422802
2015-09-14,0.324452863846032,0.44520490488309
2015-09-30,0.220247826853598,0.306628432502442
2015-10-16,0.177785146220091,0.26634165927424
2015-11-01,0.147877901860983,0.221036511645347
2015-11-17,0.138571818219001,0.204710786066485
2015-12-03,0.131145132768298,0.19036476341203
2015-12-19,0.1353143005521599,0.189559267672522
2016-01-01,0.132229967120362,0.186887129700743
2016-01-17,0.128726570565112,0.185735990956395
2016-02-02,0.124989192392465,0.174778876093525
2016-02-18,0.125043095662251,0.172884718239452
2016-03-05,0.129839209002704,0.177435415619533
2016-03-21,0.128240474266627,0.174021108296029
2016-04-06,0.121833815719512,0.165936836328934
2016-04-22,0.124677975096003,0.172111925378899
2016-05-08,0.12732816680679,0.172615547956099
2016-05-24,0.126128859824127,0.17094426342339
2016-06-09,0.12220606812243,0.165740039082915
2016-06-25,0.132438800540799,0.177719035129179
2016-07-11,0.139478361357904,0.188918705810176
2016-07-27,0.228011230748256,0.303608823195254
2016-08-12,0.249424942761708,0.34534308300575
2016-08-28,0.287672613510873,0.38576987811584
2016-09-13,0.326663142130019,0.457119188870461
2016-09-29,0.237939493080961,0.34469495594083
2016-10-15,0.184230439114727,0.257872964007361
2016-10-31,0.162085828353291,0.230149232543344
2016-11-16,0.149246220863914,0.212792356699768
2016-12-02,0.140671325728828,0.201536974050761
2016-12-18,0.13680855072826,0.193433040150878
2017-01-01,0.134222409598037,0.1918209253789
2017-01-17,0.13211996857461,0.187057424822196
2017-02-02,0.133526791156355,0.181436066191005
2017-02-18,0.129560208389193,0.178881344384103
2017-03-06,0.1286803959644619,0.177984216910177
2017-03-22,0.128240474266627,0.174021108296029
2017-04-07,0.126139399100184,0.171729883410211
2017-04-23,0.124168382399055,0.170802351996182
2017-05-09,0.119330723761049,0.164796739575998
2017-05-25,0.123749981162944,0.17187721893249
2017-06-10,0.127057202844873,0.175781292553795
2017-06-26,0.154465363107546,0.215955105614761
2017-07-12,0.151639216069441,0.204883856620238
2017-07-28,0.142726167124906,0.191626161716922
2017-08-13,0.203563940148606,0.229788122770342
2017-08-29,0.21161607366675,0.286170494989662
2017-09-14,0.196868558885683,0.262353354177554
2017-09-30,0.165856996091709,0.225342020064079
2017-10-16,0.133488198027676,0.184590535913109
2017-11-01,0.130629308868641,0.182951966597743
2017-11-17,0.128746864800382,0.183758742529936
2017-12-03,0.122219915630894,0.171434250085209
2017-12-19,0.119820421550138,0.164851376445726
2018-01-01,0.123348690858688,0.170128405826081
2018-01-17,0.1212396094208,0.168122360676226
2018-02-02,0.122561325728828,0.168943101070235
2018-02-18,0.1205993116180789,0.167747448021995
2018-03-06,0.120027617441887,0.166679733918063
2018-03-22,0.118483189983867,0.160951006453226
2018-04-07,0.117149208252858,0.162379521506965
2018-04-23,0.1179490331523099,0.164330740871186
2018-05-09,0.117502766911314,0.160332136381194
2018-05-25,0.114455073962144,0.155704622645368
2018-06-10,0.110207079847304,0.149027423367948
2018-06-26,0.119555746574564,0.16444262923493
2018-07-12,0.158885503397032,0.212082191233611
2018-07-28,0.2084264472039809,0.273326436728851
2018-08-13,0.190546499443296,0.231598492422004
2018-08-29,0.283203407280329,0.348605428616874
2018-09-14,0.341259562725806,0.436399331068645
2018-09-30,0.245861718103115,0.344043440409917
2018-10-16,0.167514581699198,0.229049821718284
2018-11-01,0.155007763911927,0.214212811765776
2018-11-17,0.151947823786044,0.205380565316187
2018-12-03,0.143044404621782,0.196228274830149
2018-12-19,0.138190917903156,0.188054861778275
2019-01-01,0.133934202458588,0.182737804653593
2019-01-17,0.130232926833148,0.177321502101843
2019-02-02,0.128286939603263,0.174366705128496
2019-02-18,0.130008251244064,0.178930657638211
2019-03-06,0.124660248290123,0.166826455952193
2019-03-22,0.124755755027381,0.172731738030858
2019-04-07,0.125438536299393,0.171561410234269
2019-04-23,0.123759936831103,0.168248200277215
2019-05-09,0.122895984707674,0.167205948646868
2019-05-25,0.1192173077325089,0.161844797927698
2019-06-10,0.119151303915108,0.161164014724261
2019-06-26,0.113070437115136,0.153236229771183
2019-07-12,0.1131139686655,0.152960426799064
2019-07-28,0.134329926651367,0.181725286395966
2019-08-13,0.170646015087823,0.208790907314413
2019-08-29,0.339490976277579,0.424946610602378
2019-09-14,0.291148142629917,0.3678526161467
2019-09-30,0.219880165738827,0.316049585380264
2019-10-16,0.177618887568452,0.253600957872256
2019-11-01,0.151004158217638,0.218177132904634
2019-11-17,0.13923021363812,0.198998899634166
2019-12-03,0.136533799381945,0.193663075120998
2019-12-19,0.129952697902702,0.182121560703492
2020-01-01,0.127482664773115,0.173867729373537
2020-01-17,0.125774878002227,0.176733179463293
2020-02-02,0.12372241152946,0.172050671953462
2020-02-18,0.124737426753619,0.174456051603082
2020-03-05,0.123228090322434,0.170948598718443
2020-03-21,0.124201363925561,0.16865171312686
2020-04-06,0.121098048967257,0.166734218500761
2020-04-22,0.122063826126474,0.167784170465131
2020-05-08,0.118395244813561,0.161699309186759
2020-05-24,0.111503333204572,0.152576990501944
2020-06-09,0.104664715194619,0.14300404112795
2020-06-25,0.112841601513327,0.153241672975982
2020-07-11,0.199628227067191,0.272316971142268
2020-07-27,0.369169168829104,0.463380217387353
2020-08-12,0.344618230339249,0.451720166488676
2020-08-28,0.443609083846487,0.573632715580902
2020-09-13,0.423915274443863,0.596296162307714
2020-09-29,0.281173070371969,0.44647756665682
2020-10-15,0.222065716489809,0.342179553136859
2020-10-31,0.167806656911087,0.250945610670546
2020-11-16,0.164038004044627,0.241149601808722
2020-12-02,0.158001739621441,0.229686467586176
2020-12-18,0.151378433229567,0.217514963075735
2021-01-01,0.154984742802609,0.217957273080507
2021-01-17,0.144773651912109,0.201224600649866
2021-02-02,0.146944917016974,0.198721781999136
2021-02-18,0.137860209934332,0.190959959121999
2021-03-06,0.139162838214911,0.186184233179579
2021-03-22,0.141921278647549,0.189245271262698
2021-04-07,0.14071864534527,0.181267687359404
2021-04-23,0.14004479345134,0.184469050262447
2021-05-09,0.136314666409144,0.180556536344839
2021-05-25,0.138576589879343,0.181277526006045
2021-06-10,0.139711057261015,0.191136733895342
2021-06-26,0.151423566088755,0.202370516417098
2021-07-12,0.15248362525847,0.207354064259583
2021-07-28,0.153607402667636,0.212657052989161
2021-08-13,0.315069788702311,0.404312514326615
2021-08-29,0.431703979231521,0.552673001590582
2021-09-14,0.369595507918835,0.527459086300532
2021-09-30,0.221044602672181,0.330857826762706
2021-10-16,0.190404424708582,0.27984537708196
2021-11-01,0.170244607353042,0.243095245586129
2021-11-17,0.161261797109683,0.23049480478993
2021-12-03,0.156248847303961,0.21630274652912
2021-12-19,0.153403969688019,0.219784085573406
2022-01-01,0.14817185118953,0.207963883001205
2022-01-17,0.144877482355882,0.20547821597855
2022-02-02,0.138841364470904,0.194336603558365
2022-02-18,0.136065429684837,0.191334720034542
2022-03-06,0.138345877570497,0.188132881251562
2022-03-22,0.133808172873731,0.18459155790861
2022-04-07,0.130424404008271,0.179673919221067
2022-04-23,0.130667888545525,0.179705423663341
2022-05-09,0.128402353109591,0.174854033424981
2022-05-25,0.12688811184076,0.1734882788975
2022-06-10,0.120984889431707,0.166170268036083
2022-06-26,0.12273364352746,0.166216987048104
2022-07-12,0.130203887591175,0.180667235588177
2022-07-28,0.208313098343521,0.279013402554023
2022-08-13,0.26292554241178,0.356203068417822
2022-08-29,0.4531743526324159,0.550372332454724
2022-09-14,0.40976780799382,0.545430587538912
2022-09-30,0.292936912449727,0.420769899088825
2022-10-16,0.193608731327683,0.279174962893954
2022-11-01,0.187299736281634,0.259182596701089
2022-11-17,0.16191037254366,0.23062441692133
2022-12-03,0.153891761948162,0.220321930206659
2022-12-19,0.150331417635926,0.21908115544907
2023-01-01,0.14711260708304,0.209193866059881
2023-01-17,0.145389134580667,0.204093231190753
2023-02-02,0.143158174396146,0.197500606671363
